leaguePoints,rank,summonerName,wins,losses,hotStreak,veteran,freshBlood,inactive,summonerId
1553,I,John Wick IV,148,76,True,False,False,False,Y5kQu60P6Fh3ovdp5Wv_zgf4TWekgfp1hUCxgErkhWZB_eci
1544,I,SPKTRA,378,294,False,True,False,False,sX1uX5yLIxD_2RFN72Eq9FsEQVAUyEIS8U_cB_LE5bU0RX1h
1515,I,RGE Malrang,361,288,False,True,False,False,L1lRR75lmV8OsHgk0f1iadLaLVJGNtvJSmn-Xj2U8AefV0Xk9ZkQYcAx5w
1494,I,BiIly Butcher,748,661,False,True,False,False,xYeTK4KTpN3drkMQRQ8Wm1CWxLqDpXeBxU4JXuYmZ9WQcKU
1432,I,supaaaaaaaaaaaaa,674,590,False,True,False,False,H1A6RGf4ylCGNGd1mAZW7rVMh5HEA_Qi04CZbBYQM5vwa8M
1409,I,ViV SkewMond,409,328,True,True,False,False,_cWSRjB_jQpiyVqYluEfYSxzrRHkRakoS9Wa4mFz8G2PIfo
1392,I,Ttv Lathyrus,237,155,True,True,False,False,gJqchVCIIljZ6KD5SZWjm5z-csrmnyEv4YwbnodPmUQHljB7
1391,I,Tempt1,537,442,True,True,False,False,4Xv1fxSWiR_sJHwNcBBndIqMNFCydogWoIkvsMq5qHet9JE7MsVhkOhSdg
1390,I,FaithXD,200,149,False,True,False,False,xqPSXJoIcYTLDtm3FSVusR5EXenkhX542Y2WXFDARFxmxQ3L
1387,I,Don Noway,475,394,False,False,False,False,xczebet9JqAyq9uPT88HHFIbSTBRuUbwfJZUIRlkSZEk1sc
1387,I,FUN k3y,390,303,False,True,False,False,LU8swTpWjZVE4gLOlicqHmSu17nD5N7cVKK9s3epq01xBec
1378,I,LFL SUPPKING,998,920,True,True,False,False,LFx5DQci_FDH08s6G8jnCj2PtpMRj_FkmqV8QGlqKOX9WR-h
1366,I,elramir 2,429,339,False,True,False,False,uJqcpQSp9cT8smt1puw--BgrnXcBQIHf8fTGCU_XJC-fBOI
1364,I,be like mike23,445,363,True,False,False,False,ehxaF0bIjxubiea953wzDCAAJUitsUQT9PcrYEEYc06MeUfJ
1354,I,Razørk Activoo,360,283,False,True,False,False,LDUZSa89NBTPuOUcscFrioTvcWaqDvPuHbW2xwNgMrzrF-o
1352,I,FIeshy,545,466,False,True,False,False,q-ySDbXlfPZ0ZPh08wHgfX7tdJ5OGSzDrAzBHvHYzbnecl6RorMlUsylYw
1351,I,Mountain Wolf,304,224,False,True,False,False,dDx52dKhFBSwNwKVZlH21YWg6JN_PkEtH9NUvxoSIJdqIgGB
1343,I,Lathyrus,473,401,False,True,False,False,7hPw7reiBrNOAItizC56LWWU68Uq3uHBVFNGAnWdo9KA9fo
1333,I,FEB1VEN,322,272,True,True,False,False,5iXwxKxeP_hJembaYS8yPi6mLBpneUk7qD8x8oFXjsDcgml1
1326,I,TakeSet sama,426,354,False,True,False,False,cJpYgpGDqi3XD-ag5LWVq_qsjJodqsaTJKxYjC7NyazWED8
1323,I,Puncture Wille,275,199,False,False,False,False,pV-WxpQlL_h71GlqCffcfYqtv_FBHf4kIdcxdc46hfUwceE
1319,I,zhypey,128,75,False,True,False,False,1ln31KewBTq5SIH-e5XpiCx5zXkdMc9BfjEjh7Oyk9mZ2Nr-
1318,I,Kalista,207,119,False,True,False,False,tw1tIjav2Kgh4WJ4VftvLAKltHBvX1oT-fkFDhC4u3RHJUJP
1318,I,VELJA THE MENACE,329,274,False,True,False,False,jL1hmY7utIKRq1WDtVcblA0FUnwaRgyRL4Ez8WF8k6O3wYKU
1317,I,AHaHaCiK,767,692,False,True,False,False,sIQD1lVgmDyAWDyuRzjiaLCoMnpnwGqwHOYMtlZPeZ5cSiI
1310,I,Odoamne,519,449,False,True,False,False,DbLuoqdr8h71TKhQr5p7HjwzS4k8fXZD9gSiE0N8URLtey4
1308,I,OnlySpain,290,219,False,True,False,False,QTVrf3kCy2RUfTk9pnH3uuaTFaOq0nV08uKJVCzBRhN1dw4
1298,I,LiL TommyG,709,629,False,True,False,False,2PvnVfvqojqBsAg6HM_dFTjP0qlryqDlwqbP8uJOzIUFO8Q
1283,I,Skeanz,800,724,False,True,False,False,ythuJpuKM4RW9PIZkdBcQ51eB_SxAQ9qXvfZqkZwd6RtWL-5CGll1U4xIA
1281,I,Voidfiller LFT,129,85,False,True,False,False,hiurcn5wge3D49c609_1SCXlnvszs4uMcrMpcoFvXCVPLxnT
1281,I,Yikeru,309,246,False,True,False,False,c5yTbMYVuCcvIYN_ORN72rq4udF1jbwot2_-X0BwOfptTIqU
1277,I,Finn1,661,593,False,False,False,False,rHHFu6SqA6_qr_8QroUyfApa_2Nj3Yz1XVOeuWOgwSBRleE
1276,I,Jαvier,545,470,False,True,False,False,7pIHzZLMZMMcerOzVE-Gu-H9LOuq8w73HpQumoSRuw38LmY
1275,I,Stor Olle ,114,59,False,False,False,False,WgdI_ITI00fl4zyr_LkGoGJ7mYREnTEq4GG6NeYQigB4Dm8
1273,I,RRubyLOL,514,431,False,True,False,False,FaRP2aUOi2ySQyJIQ_Lxf3YSxkGMcIO-fegVNs7w9IY9GxImeyhnqxaQhQ
1271,I,Kirei sama,447,376,False,True,False,False,nVBC2wEWtaSIblvkh0ap8dA7HSbZcwtrVWeaO1la9SDaDRM
1270,I,fKing Sinerias,223,177,False,True,False,False,cDX0m6ffm79GD5WtwxAictwoe4CbLw6UBkWd4JYDlbqgcRfy
1257,I,BlauBarschBube,380,309,False,True,False,False,gVeqNAJjGeLSS8Otjr79ydA47SZ7to0hL1jtGF1Okaem1Ns
1255,I,Decay0,971,905,False,True,False,False,N6pCh_0MrdKnS8SS827etgeL0BTt1StPvhiFaP9OdS9pAoU
1252,I,gunshotgun,152,102,False,False,False,False,-Yy3Ykcyc4Cw44BVdF1RClxJtep5tLcDH-4AJ-DTabNGIj4
1250,I,Tοαst,774,691,False,True,False,False,v89V9uxT5M4GxQ7UABks12XIbTMmf0z54jQE9UnRx7WrsHya
1240,I,Mr Tickle,346,268,False,True,False,False,DZOUFlT6C610jtJaVa_5glDw3zUXQuDgFK9JUESDWsvy-_8
1238,I,Built,294,219,False,True,False,False,adB-Kmb7GPjSiwkx3TUTwoAxoW2d1x-EX_EL1ovhajbWhHNC
1232,I,RΟYΑL,338,239,False,True,False,False,RR6tycri5655iYnuK431XUgIVpaHjMn_MuC6amBPOc2xiz79
1230,I,Wx Hc9999na,292,258,False,True,False,False,oUhte5LrdPnhgLu2jA6yfLivRN8Y0CAafbhVg_fATGm0X44
1228,I,LORD MERUEM,240,177,True,True,False,False,Reqn7UIh5DMFf0f5nO5TzDBhEQeB94Lm_BE5-MCkqAEmZwKxIk79jYBPPQ
1220,I,DizL1,320,251,False,True,False,False,R3dBpTzzZQGVxnIoEWHp6nZKYnIrQf5CSyhAHpubwiPZPNo
1212,I,Stormaxx,217,151,False,True,False,False,Vf78rFJKJKN3R-S4bT5I842SK_dVovmMt6qkA85BXaN1W-A
1209,I,Agurin,556,491,False,True,False,False,kqRBNHs818GUWCOMfvZ_t-8mmGkKJ2cFRxSwQkYDVD2zJdE
1209,I,HenryEtooMessi,304,229,False,True,False,False,YOv0n9gWpbDTThAYa7VKmqCujoiF3DQQR8qaN_SnUA5R3yM
1207,I,Targamas,505,439,False,True,False,False,j7eHaXxyVYLLNn15JsbCioKFVsmNT4Bze8qevoz_64QkNno
1207,I,olaksfhijdf,591,523,False,True,False,False,Dg9YI5L9gdfXTYnAotyLu75CZZSzrnVB86QZTIAcuXqtclo
1206,I,BSC Coldraa,204,136,False,False,False,False,_azAc2Eh-MrYeRmZv1xC-tTQgG96mvhmF_hQIsCeYeygZx_7
1205,I,zafccp,391,318,False,True,False,False,sF7f7N3yPAiAx0vuysE0BAihH9J2wKrZVTolOCw1Zib-1rzB2Uaj0oc66g
1204,I,Mαster Oogwαy,357,310,False,True,False,False,MbVi_lHI36ojDqdk6oiVKC1WFcGmnGwT7_8SMcIGdqtYKkA2UuY5fTT6mA
1201,I,UNFORGIVEΝ,337,304,False,True,False,False,zo8fREfLn8r23jpfJ1dVNRb580BI1dSjfGaJ1Kuwrm9h_CQ
1201,I,GIGAMENTAL69,452,392,True,True,False,False,pZXMJXEtWV3nE1-tmh97E4fFRHT8Y634z9kK0nAxuBvn96R-
1201,I,Keduii R1,809,743,False,False,False,False,141sup70sjwGNfdWk5c17CiD0DsfLC-gEFOylMv_EEP4688
1200,I,Thorga,825,758,False,True,False,False,hTkHFiqpiy3qCU0QBR3UqJDHwvcuOzhSLDGeEOxOpCPcGp1e
1198,I,CzekøChad,159,124,False,True,False,False,pL9q7u67Eg0XD5bw_P6yo41MunD59mt-FXxL70xkvs-r07I
1197,I,ismααα,433,368,False,False,False,False,kvxcOE4zOl-h5mJfZo90w1g_48jFqv2EmJhaJ2UoUJiBgDE
1195,I,Pride0,202,143,False,True,False,False,gUb76_5GvMV9dRim_elyRKZja2MlLj2lEokuwE6acIJ1sIpjTh9Whm81lA
1190,I,Szygenda,171,109,False,False,False,False,fH7u3QVi7zdROpcGohiGBDbr_YlaaWM1n4CsekxLeUFE0Fo
1189,I,schifosoèmerdoso,873,751,False,True,False,False,k1hR_jMkR3flaXcVNAOh4OWBEfzEzGgtipT57IDfDIgSAt0
1183,I,Maynter,384,316,False,True,False,False,avPpMHpfB6KsODCGm87jcjw-ksk2n4Va1HpkCgwtdjY7Urk
1181,I,Emerald Dragon,135,79,False,False,False,False,Z2XGzbXf76FVNUJ03JbmNIPgolOzhLnyh7VGhfRKLwpxkjIv
1181,I,ACD,360,289,True,True,False,False,glmGBb72_68zOMvHPzSFfg26Dgy3pN9H7_J2yHWKHIQ8e18
1177,I,RaiderGO,289,265,False,True,False,False,hTUNUt702Q2M4pWK2DkYVkykugbE2ApC4tX-klHm1oC8Rxn09hEnNxeZhQ
1174,I,scpabomination,501,428,False,True,False,False,3bol2-ATRD74WraPMEiRsJ23Cw3x-22Iv0vpfpeFDOXFvSc
1174,I,Iziio,328,274,True,True,False,False,sLBGyn9SagBB3xHDTajsZVtEh_XIfhrs3Rso3OC6XiJoDesn
1173,I,call of power,307,245,False,True,False,False,9iyY9_mnxHJbYhsiUTJY8x1hQTrCX1qV86SnFmr_Ecj9DEn0
1173,I,Peng Mid,270,204,True,True,False,False,guNZJLcKRc1dwN8V7-iwcpfFFoAMd5IoyXFaCe4He0bILy1f
1171,I,SHERNFlRE,483,426,False,True,False,False,a5S8F6VCtJEP62Sv3NsxYj7Lba7sr-GB84mfeEfcDqgEhAF1ozVdRw7c4w
1167,I,SK Jezu,712,651,False,True,False,False,UHJm90tj4e_5oidOoq5rB8_7hWiIDN8gHm6OiHtWiiZXmeI2Ec2EaScLDw
1167,I,Lekcycc,258,193,False,True,False,False,aHwnmdpllnGzU_tFueFia-xYS7s9h3XeeK-gAaceeQKGugtB
1166,I,Seelame v1,336,269,False,False,False,False,0g2ippk1IGQV_oQbbBALFN2nqC4Ngj_AoSu_YJzv8NzfVsY
1165,I,Kite Machine,314,244,False,True,False,False,sFc1QkzW4sCtixg2iQ2-rgVT9rqfp9AsoZjVmQwAZFgD21I
1164,I,Eliza Taylor,188,126,False,True,False,False,6wU33Z1fE5O57s1K9ii-dkVp_OUFayZgWOQCgGIk0CwvFsPeqx2WrDYoiA
1163,I,azerty1,386,319,False,False,False,False,R8jbE9Puapi6XXWOPUHX2jDWvl5rdiSYAVDsxHvl1rzaLg0
1158,I,DRX BuZz,146,108,False,True,False,False,qupJK4_mqP1HGZ4Nb4tn7AgNEuOT1qlp9mtttK-mfngbi24
1157,I,Morfariusss,341,276,False,False,True,False,uW9jdqmHVlYtNSrN9koItxUjdcIRCZrCU7slkmMFm5gEnXqp
1152,I,MetroArcher,704,642,False,True,False,False,ns66l-ctWR5ILbe7qIj5RtR6NZ4-EiexlgLVNORNZkvM8bQ
1145,I,outwork everyone,682,627,False,True,False,False,8oc-rRGRBi5vhM4c_RmFfxIgwo0vtGmej-YADXDrhoFD4sc
1145,I,Tmonrein Mental,487,408,False,True,False,False,-nC7iC2IJRtHARsx8Zb9bj1BiMQiXXam6lZZxoRjAvtqTH3r
1139,I,gdgd1,320,264,False,True,False,False,MlSFNfxLb-HfyK1B-pRC2Z7wNblIS85gTYW7vpthTpg2z3E
1139,I,one sip please,206,149,False,True,False,False,33Y9_ZtyB96prPMTH4aGgS_wDDLB-AtlpuSldJj_Yxa5F2bKgXbLvqRFxA
1138,I,FFDP,251,193,False,True,False,False,4gVTV9kwz97V1x1av9QdpU_KbyS_B5hNbGKneYaPlj6-iahpDiFOSfV2Mg
1138,I,Shending Help,257,193,False,False,False,False,5moCwYOSAxWSLA-aInLA20LAaFfdR_cawUEfI_po8CLbZQw
1132,I,Shinichiro Sano1,568,502,False,True,False,False,Yq7F1B2xy1nENZ7W21WIfjq1AVRFrZbqcVLRvDGLztjRHW-B
1132,I,X7 Chasy,324,258,False,True,False,False,PVgbGjZGdOOjAmNP-5IJ2LNDvoMvVEgvxp26WnwYgMpX9JdN9RjBzW_Klg
1131,I,Tazaku,236,181,True,True,False,False,ZG8sgKVTnIGR7uuDASK3fmTQyZEkl_5rDfc3fQMvY3hdJw4
1127,I,SLY Stealbag,184,159,False,True,False,False,sxn5tpeNsEi7FRVKGYur_9T7olDm4d5pZg1mt6KPXGenjRY
1123,I,MartHR1,427,360,False,True,False,False,rXToDzFv5_GcIFvAX7-Bww8_-D7QdgZwtR6o2b72SCCVCSc
1118,I,ooniiichaan,253,195,False,True,False,False,dhV1-IegYtZ9cQSSTEKJXmfvL-AvgjKjIabsfwF_73XZqTkC
1118,I,TTV Regn,395,326,False,True,False,False,gHFUsVF0BY3MGIOgYGTMy6b7KohlkGOFSHIwSGbeiZINweTz
1118,I,motus vetiti,191,144,True,True,False,False,MfUeGQ90AlPExoQ57BZ2sJIIU2wmvDlHrikhukRVk9bD6-s
1114,I,darkchri99,683,627,False,False,True,False,sAboQC88bp7dfvpAfy5TOH2HxTbQvYqmBHmsXDDyOAK_dGU
1108,I,Tore den store,347,289,False,True,False,False,z8MZA2qHoEJFZ0tTFCc0nI62BOP_83MA8IxWI3_WmWsOdJ0
1107,I,Incandescence33,273,210,False,False,False,False,cuoVHI-WTnZR__uJ9UIbGUPtWiGLlh0gibqcg3JzL6Q8Qjla
1104,I,MOUZ Lyncas,301,232,False,True,False,False,uZavR00GZ1Sw3aT1RV1LpETPGpNFZ0kLibimJnGUwTr-Jrs
1104,I,Tobi4,433,346,False,False,False,False,9-YkihHo8B8_KCinpCITjtluZMdJB_TVtoP5TSy1fQ-aadk
1104,I,Flying Colors,330,241,False,False,False,False,KjRYmyzX_HZOY4_-Kwt8U6uP7YPsWuY4UgcpTmhR7-I8IZJvPWxiC0mE8w
1104,I,Beanovich,724,665,False,True,False,False,0c3MABzqfjY5QkZtJf3RnLRkcJNfB0-9LcWuy1jGE62Ow5I
1102,I,Veignorem,604,551,False,False,False,False,SCEx1BToTczUiUwdjQKW7nvk-l0CmyYVViX2T8VRdd8VB4s
1100,I,Sorya,241,182,False,True,False,False,WQ0sgMDMERpUdL3peyzUjEVVYimjhJZgQbm8mCRO9c_KJzJz
1100,I,Shinomiya Kaguya,655,597,False,False,True,False,LrCBO1PhAlFVXvELKt7PV_d92Zy8pkn5s8Wk1jYKd86lNYxB
1093,I,KHK Crowno,608,536,False,True,False,False,TXhoLSoDWZbH1y5iAhG5lhacV7f7GOzdASqNMlXCAUDU1tQ
1088,I,Peng04,526,471,False,True,False,False,DHSlVeCugmw4ILaAoFyLZZU5JooSDbIwXWUsV55R7_K1D4M
1088,I,youtube DETDERT,668,611,False,False,True,False,krTp39m5foDKTeZjKUCEA-MAaP9c4lZGlU0zUWOavtOPoNcS7guPvfePaA
1088,I,ULTRAMENTAL69,567,507,False,True,False,False,E6yeg9X5GHoTvI6naKN9NtLQqZk5kUC7t9FzBhfjnijeWAE
1087,I,love your smile3,235,176,False,True,False,False,5dLpjbvYz9csY9hO8fUjA3PoGzxQHIC4BX3y34SkxGAxO3ji
1087,I,DlPLEX,363,308,False,False,False,False,3S163zGbs7hfZGTrmOGVpb0fgPN_rPBCULt7u6KsMpu5Mao
1087,I,miserable00,180,128,True,False,False,False,qYWYEm9LjNm0MgBbiqSRcUwi38sURFfl_CF8kssjdNTXh2-k0F3GaSEfsw
1084,I,Drututt,295,240,False,True,False,False,j34Kuog-pVPK5JqY1fLOZhUU75JoAomOlHOEWjfoNcQf6AWt
1083,I,ME Cody Sun,381,323,False,True,False,False,F8Sm1t_cIq-qV9lbaGQKnYxBqHKwE5Wv02BTYdRyWVllJ74wzv1OStD3WQ
1082,I,Ł354,359,304,False,False,True,False,GOIwuyP0tzxHQtPNoTf7lg0zJ-2KI05fxueoFAvS7tT4Nye-
1082,I,Misanthiel,511,444,False,False,False,False,lSO1wnRdU16KYF2G3tmhRFXo1rQ-SL447fG6UIhZgqSmZt4
1081,I,Killua ZoIdyck K,280,219,False,True,False,False,AuYm-UixvhogbJrm-E8U0fP0W4u_Rq8M8OltiLWON0pFQ0G0N3Ul_Y6rnQ
1080,I,SUB TO VEIGAR V2,343,288,False,False,False,False,zsACSbXZSveIJGJnoS3q0_EMSDArCHHamDxBGpV4mvf7nk0
1077,I,Nice Guy Ben,417,356,True,False,False,False,2x4-2RFMMWPJQk8IPyE7qwTyGJOoglLBde0EkU7qp_zCdMU
1076,I,Kobbe,305,257,False,False,False,False,rFS67XHdG152le-dNb-EQ5c8bFnfY4DrEkCpDeUhkSH6jh0
1074,I,be like yike11,322,266,False,True,False,False,fRYeAS4hTKY6hSxlX2tnNVO1V5cKNnHiukH0HZ7mK4B9KB0i
1072,I,khtur jchc,935,871,False,False,True,False,Q0Bwn18fXVyz5vDmR2SUNMQ1sfcelr2hpWd8HNQC9fFQ0mI
1070,I,Hεy lol,307,252,False,True,False,False,KD0uvo4DI-Lx_TYVevuQfP6Q8jCo4LGOwNBTyfg-FT3i0sE
1070,I,B Ζ,286,226,True,True,False,False,7RD1hsUyrXH3bubKrOtJa0JVPBPkx0SOxdhgSZLOIcty5rc
1067,I,Rayito,270,213,False,True,False,False,M3skISLey03FW728D22ICWXx1NG6-N6UL6Zzk9u_6L9uWjk
1065,I,randomjekid,219,205,False,True,False,False,ODShBUsDEt-SJRF4fkS8_5qmm0i5qK5OgWGpv3fzmm_tL2E
1063,I,KHK TLamp,322,259,False,False,False,False,d70l2f318uwfmH-tO_3sD9gIFWFdip9G7ltMhvNj5pVzkLk
1062,I,IIIIIlllIIIIIIII,901,837,False,True,False,False,jn9kfD8OdJNJ__HRXtZ_9vhF21pc3HH2jivuF4u02JWBEa4
1057,I,twitchtv Makkro0,492,395,True,True,False,False,OBheHHRZrB8mFVtE7Zmu66qAHrTHGv5SGU6QRX1Cjpx2kpM
1054,I,TW Ronges1,540,475,False,False,False,False,oiMMXSHlzHkUI1ayIv60i0xxW4DUAohvurAVKMe-bh2bW2E
1054,I,elyoyaaaaaaaaaaa,380,309,True,True,False,False,kq_1An-V46o_wQER-ZWiFHjPAAUySgQhQnxWqoLwWf9gLoc
1054,I,MagiFelix5,784,685,False,True,False,False,NOwcnrAy0PtQ6H-cJ9vfcCG2660GjCoIBk45hRBOY1ynI4k
1054,I,mynameisclarence,427,373,False,False,False,False,uESotmYmWPzd-Ofcz_bwYW2rVwpMNhuO0yqDXa4AVDor__g
1052,I,prenda lo motore,141,104,False,False,False,False,SlEmSoWnDc2MblGslpqaL-h5oQcj9TtRocH32hWbpBeRm8UL4QzMZJEVcg
1051,I,TwtvJukester lol,740,678,False,False,False,False,iAXmyTrmyTjbz05XeESwdy2HxJZa6DZwtseYammP8G6F2XA
1051,I,Jopa1,362,309,True,False,False,False,0NdxaxJ2dccNjJ9_1-uL0AVbzFJGL4ULsvRAeDSRNaQ_8yeS
1050,I,bad in head,140,117,False,False,False,False,lPt0_9rkBMbZoe5_1r5aMKgPxD2bbBvXnBEenKPNNPG-TnTXnOTSqieHfg
1050,I,Barkoon,702,648,False,True,False,False,JLmnEowjy7K6A5MFzOv9vE3ToVJW-kWbxdDekVJ04oiUzyw
1050,I,wuyu,208,184,False,True,False,False,_GwbKPt6EnqF2ifvdUNKgHFktdgGw38RJY0EjkCYPPS9dE50
1049,I,Engage,453,397,False,True,False,False,VE1J_nZDkEKzt0zgaVC1fzsuQxxrt1bxjQn392j3ca4OyA4
1049,I,DIV Impulse,810,744,True,False,False,False,wN-qQxdVYM3nbSdl1Euw2CT-vDVo0dTvxEiUGlUkeHsPl5Y
1048,I,Just an engineer,308,255,False,False,False,False,EWYb2aeaLzaXn9_zZyy-OzEZbBbWdSvcACra1yKeK9vBt6w
1048,I,Retnyam,264,208,False,False,False,False,10h78X9f8nQCgf6pxvdqYY2fj2W6gEJx08QqgxKOdqAwMZjtoYnyXsgNDQ
1047,I,BABO SUP,205,148,False,True,False,False,WkMTABjhA4cOCkz7V7JKuXpFBK8DtprKkk8_37ewGGYubny5EDeeH6MAEw
1047,I,Mr Bear Market,302,243,False,False,False,False,Nu18IK3GhG47XzTP83BUx8F1G038YcE6NG2vPD-Klll7ODg
1045,I,Nash3,179,141,False,False,False,False,UuBts2ptZxa0ZUGEUVqAuR35DCmgiDMA-idXUuPrQ6HyuQat
1044,I,Vizícsacsi,274,217,False,True,False,False,kaQi3VhXebu8-THfD5DeGU4PpwF-snxqaA7Dq40om0DJBM4
1044,I,blind vichen,464,406,False,False,False,False,oVFo5aOYi_PvUg3TstYUdsu0QIc-3wo24_BiXwn_2MMQEo6YmrfShI9G4A
1040,I,tcysgwq,664,609,False,True,False,False,xLvE1wTA0plqaOS72bI0o9Phe4V1LWtxgdb2QubZEX7PAWY
1040,I,Furuy,249,193,False,False,False,False,TK38b1L0RvOIVJb7tmAADSJ0d9gpHg2YMI-QmhwI5GeOIwg
1039,I,HoIyPhoenîx,761,701,True,False,False,False,EyvvamqaN8juFEm2cYEoLEl4T7BQWRrPunIV1d780SzUB3s
1039,I,LeBron The Xuy,178,116,True,False,False,False,CaLVbUEtc3UHCvPC2uzZPxdNzBlsYp07RajiG84vJsToJOK8
1038,I,dejan1,509,437,False,True,False,False,-fdxbhC_c6QMxCKr_bi1V0HxRYscVTp_20K6m7inKcVpdEo
1033,I,Shαwn Frost,391,337,False,False,False,False,AnPIxKBfoH176dQr2FNM5XjVON-Nv44AI6NonqEciSGyRP8
1033,I,Happy Alexx,826,775,False,False,True,False,8U1bFxamY1ttsZ8dKzdHlwOgLQNNgMN7lp7w6YPsoHzbtUo
1033,I,Tanu2,228,172,False,True,False,False,Vun9cxmOCqt37Fv8ev27z1NI9S8Gaj_qeBRDj6wIN57XFZvT
1032,I,EU Kanavi,163,131,False,False,True,False,y-5lqMorqxmlIVX2iL6Ew2d9NGI65STwBxRqNJnjEUn63wnl
1032,I,424424424,526,464,False,False,True,False,9w5XsFwS1og0ST8-6Ya4CKPqpJP5A-iP14c6zmdVn3xZ2aE
1031,I,MAD Armut,379,314,False,True,False,False,hRIt1JCO2kGRn2SLVhQpt4W2XJca8FOyIxwE53bKMW2sQUYr
1031,I,Kusa o Miko,661,607,True,False,True,False,izEdZXjy0wMVWg5Il5h15Ed9_S3KKElZfeZkjbOZvGUlXJg
1030,I,SAAKEN,382,331,False,False,True,False,lK79x_Z4Wnjo_b53KopBRyJjT6SX0TRjgP36AcP1oTmxeho
1029,I,Cboi1,202,146,False,False,False,False,TudHG9mQPbCFY_Vf1nbQo1LcJdzs1YAgBkjtyPKppCOTNrKE
1029,I,3rd place king,457,398,False,False,False,False,ZKbp5wX4sFDHeRmyhiKKnt9tmMOer13k5R2G8Fn7VbuWasOv
1028,I,bob lelectricien,548,504,True,False,True,False,vi3dFgXRRYvHyCGp5GbAwk1MHAytGdFbEyBbY3T9x8qyZYM
1028,I,Qnoxs,934,897,False,True,False,False,MfIae7-SKy_NgMVbZa_0cUa2jLquljxvb-34U1-bUElVR4Q_
1025,I,WeAz SoRya,403,345,True,False,False,False,XxAfsbs3Y9MnEeox36Elq8aqXNiHpRtyRtioichdVeu2Mg0
1024,I,ismaaa1,298,244,False,False,True,False,7Oi-Hm9lQ2p0oA6Mqj_SflIIgR8UyeEhkKwkwyaIIjmSUIA
1021,I,Fressko,767,711,False,False,False,False,GRiGkd2ySFoFn-j26F3V4N7cGsgl2A0LoJxgALsliMx4n7_s
1021,I,Ràion,236,217,False,True,False,False,q8q-TjfLnrk-hytjEyRu1mii_0WwFDFou6HHxlpkcDoyjF7RR_wl8C3xlg
1021,I,LFT ADC,87,50,False,False,True,False,8CPUY_rCFRTIhRISYyvzAzVeVAqmxTV8WCX1hKyRxY_d61c
1020,I,Afrogirl,389,338,False,False,False,False,_T2bi7M_bH_8c1NjzOrkQdW0u4aDiOUuEKru_ZokkZv_w_E
1019,I,INDD,457,407,False,False,False,False,gITj-GR8mWDDPYlNboslXfO2RukHTlUoaRJ10NeYxlNscNo
1018,I,Modified ,192,169,False,True,False,False,O-BpAIKjqOSU-3wORc1yyFP-bK_Yk47cCWw3tj9qO7q7AZ5m
1018,I,LE CACA PARTOUT,127,106,True,False,False,False,08cA4PcuhmUhbihZD1NvNTDEGZi6J-bP4sa9XzOzWEw30KQ
1017,I,Maςaquiñø,660,599,False,True,False,False,ZOib-cAi7lJ4L9VZSxO09WncxLwOfQizvPFW-ScJPC7luUs
1016,I,2023lec,225,197,False,False,False,False,Cldj3pL6n5iuytOqk0TTSYteV8d5vObVBbSqSw6rJdGE6YI
1016,I,Porsche Kaymin S,317,261,False,True,False,False,1S9mCS3-kFG4py7N8fCnlze4ufWG3TSUzmJzCeKww5UE6zs
1016,I,SLY Myrtus,668,610,False,False,False,False,PCGa0NsHHcnjFiLp8dGtr4vTlkprUaGE7ovxk8VA1nrPCSQZ
1016,I,Kenal,462,405,False,False,True,False,7t4qxRmPyfvN8PoTTSPoLh7igz-VGkOflgplhZ5JiHy0L8Y
1016,I,stevest4r,646,594,False,False,False,False,AYWwMlA504vBg_gAEA-WbxqYXVPdLr6BKPYzk96GLT0pLbg
1014,I,ide na kórwy,118,65,False,False,False,False,VATdCxaXDojx4iEyA_3DwmbMVl0iawZGnF811480eSYf0vXPU53eGaRLKA
1013,I,insomnia nights,686,632,False,False,False,False,QXEd6mMC-SZ8xvCzohagpyTCYDjNpEOz3j9L_xJjr1VN1FZTjbFdSQuEhQ
1012,I,LFT MID,799,748,False,False,True,False,Qsy3_T3AlOGAh_W-LoIpwgTB2hvyjnKrB-jy5sVrlLr16gU
1011,I,Guarding You,313,259,False,False,False,False,Oujm_GTU4vwXUmwfW81UOnen29cdHUKOufWupFytvsUyiPs
1009,I,snmvk,353,296,False,False,False,False,u4y6XsRe3GylfDarMCFBk_vI8xcCoRFH57837vHFK4mluhQ
1007,I,buff tοp,268,197,False,False,False,False,QXCzZ4clxa6MdI0X8-oRjlvWbb-FZDNmZ4ojmIuEkNLfK3E
1007,I,Koupfonga,692,645,False,False,True,False,PIlBduyc0OUvva0XhTx87CO0hwY21rJ7kt20Quggc4KTCbk
1007,I,Whole Lot,344,290,True,False,False,False,EtGPSDu1NgDpMwfLIFs9ASbsKQhuxeEf8MbKGkgMEXG2_IE
1006,I,ENORMOUSMENTAL69,344,263,False,True,False,False,D6_KVTkdEDQbGjBQl_8tOOwI1Rgc6p8lGb8zarO-tpvOq2w
1005,I,ddgodV2,120,75,False,False,True,False,BzA_-xyLJSNAXfBEKXk4VAjvOwz7oROSgWDQqv6-ICX-PHY
1004,I,RRRift,279,234,True,False,False,False,gunfCuzg91w2kGcSjMBEdZTygHEZlU9DBpsoaVbyvL4Jgn7W
1003,I,SIUUUUUUUUUUU,250,204,False,False,True,False,GQFuU7SmtzTXrRTXaO6jt5QxN16iBaTqamrzJlVCi159f2to
